Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type,soil_type,fertilizer_name
39,1,0,34.68,58.89,27.43,Pulses,Sandy,28-28
11,0,42,39.75,60.73,38.94,Millets,Clayey,17-17-17
8,0,19,22.69,51.37,61.27,Oil seeds,Sandy,Urea
2,19,12,24.06,40.2,34.24,Wheat,Black,10-26-26
36,0,3,38.25,74.83,48.66,Sugarcane,Clayey,17-17-17
36,0,0,40.0,64.51,51.07,Millets,Red,28-28
12,3,30,35.73,71.25,45.65,Millets,Clayey,20-20
40,0,2,31.33,52.44,48.45,Maize,Black,DAP
9,17,16,32.64,71.49,45.45,Maize,Black,14-35-14
19,0,18,24.83,51.23,46.97,Millets,Red,28-28
18,0,39,30.57,73.76,66.01,Oil seeds,Loamy,17-17-17
36,0,3,27.61,52.18,38.91,Tobacco,Black,20-20
9,9,32,25.3,51.45,24.59,Barley,Sandy,17-17-17
14,0,34,31.71,58.44,35.47,Pulses,Loamy,Urea
6,12,13,25.28,55.82,32.12,Barley,Clayey,10-26-26
38,0,0,29.97,58.25,31.86,Sugarcane,Loamy,28-28
8,0,38,32.38,58.5,45.02,Wheat,Red,20-20
26,0,17,30.69,59.44,51.07,Sugarcane,Sandy,10-26-26
37,0,4,33.71,71.14,43.81,Millets,Clayey,17-17-17
17,3,41,26.91,52.52,30.81,Cotton,Black,28-28
20,0,22,29.32,51.48,40.11,Tobacco,Red,Urea
9,4,12,25.99,55.37,65.56,Wheat,Sandy,28-28
9,8,32,33.65,66.5,65.99,Wheat,Black,DAP
20,2,20,29.23,55.19,29.27,Wheat,Red,28-28
40,0,2,25.5,65.19,38.34,Oil seeds,Loamy,Urea
34,2,3,26.92,56.83,44.88,Wheat,Loamy,Urea
40,0,0,35.51,70.33,59.14,Paddy,Loamy,DAP
28,3,16,27.1,61.29,41.14,Tobacco,Sandy,10-26-26
0,13,16,32.66,55.25,20.0,Paddy,Red,10-26-26
7,8,27,35.8,55.37,57.55,Maize,Clayey,14-35-14
22,0,24,29.38,54.47,52.56,Maize,Sandy,14-35-14
7,8,30,36.66,76.82,39.74,Millets,Sandy,10-26-26
10,4,42,32.53,60.02,29.35,Wheat,Clayey,Urea
13,0,12,32.66,74.93,33.56,Pulses,Black,17-17-17
11,0,38,34.63,63.8,24.01,Maize,Black,Urea
7,8,28,24.84,62.63,36.65,Oil seeds,Black,10-26-26
16,1,16,29.0,44.56,33.96,Millets,Red,20-20
21,2,19,35.26,53.82,24.93,Ground Nuts,Red,Urea
5,5,32,33.42,55.5,64.41,Paddy,Black,17-17-17
40,0,4,28.04,55.51,49.43,Wheat,Sandy,28-28
22,4,26,34.9,61.86,35.47,Millets,Clayey,20-20
16,1,5,22.34,53.62,38.61,Wheat,Red,17-17-17
10,0,35,28.11,47.2,36.8,Paddy,Clayey,20-20
4,9,24,34.35,66.79,51.52,Wheat,Black,17-17-17
14,3,37,28.74,48.61,35.72,Tobacco,Red,14-35-14
12,0,17,22.56,50.58,29.13,Oil seeds,Loamy,20-20
28,0,14,26.95,50.63,43.0,Barley,Sandy,10-26-26
25,0,19,26.39,54.79,46.15,Wheat,Sandy,DAP
39,3,0,30.13,72.21,35.94,Ground Nuts,Red,14-35-14
35,0,2,35.71,67.62,25.16,Pulses,Red,17-17-17
19,0,40,28.88,60.85,28.57,Barley,Clayey,10-26-26
11,0,4,27.05,44.74,56.64,Sugarcane,Red,10-26-26
42,0,0,29.34,44.01,41.14,Tobacco,Loamy,14-35-14
7,0,37,39.33,67.44,37.85,Sugarcane,Loamy,14-35-14
8,0,40,28.53,59.01,60.57,Ground Nuts,Clayey,28-28
33,3,0,23.12,58.63,37.49,Cotton,Black,14-35-14
17,0,21,31.53,58.95,51.37,Paddy,Clayey,14-35-14
8,2,9,33.55,60.65,58.59,Wheat,Red,20-20
14,12,11,30.15,64.35,67.45,Pulses,Black,20-20
11,4,37,39.81,63.65,63.69,Tobacco,Red,14-35-14
4,11,26,34.51,52.14,70.0,Sugarcane,Clayey,28-28
26,0,18,35.66,54.44,42.29,Sugarcane,Loamy,17-17-17
44,0,2,25.65,62.92,28.49,Barley,Sandy,14-35-14
36,0,0,28.51,44.09,28.38,Ground Nuts,Black,10-26-26
12,0,31,30.09,54.43,60.02,Maize,Red,17-17-17
10,15,20,22.27,61.81,43.11,Paddy,Red,DAP
9,18,17,38.38,65.51,46.26,Maize,Black,28-28
8,0,39,32.61,50.77,63.48,Ground Nuts,Red,Urea
18,0,11,26.99,47.9,45.66,Paddy,Red,10-26-26
16,0,7,29.77,63.41,50.3,Millets,Black,17-17-17
13,3,41,28.27,59.38,45.0,Ground Nuts,Loamy,10-26-26
24,0,29,33.5,53.07,46.85,Cotton,Red,17-17-17
37,4,0,37.95,68.37,55.82,Pulses,Loamy,14-35-14
26,3,22,25.06,64.02,38.39,Ground Nuts,Black,DAP
14,0,35,26.79,62.91,25.01,Sugarcane,Loamy,DAP
12,0,41,26.72,52.56,31.72,Paddy,Sandy,DAP
21,4,21,22.39,61.19,37.56,Millets,Black,14-35-14
3,6,26,30.98,72.26,70.0,Wheat,Sandy,14-35-14
3,18,20,30.37,74.96,45.96,Maize,Sandy,Urea
16,2,44,36.58,61.79,40.55,Maize,Loamy,DAP
18,0,24,26.45,60.78,50.52,Wheat,Sandy,28-28
13,0,13,25.6,52.6,54.46,Maize,Red,Urea
35,2,0,35.57,72.13,33.41,Millets,Red,Urea
12,0,39,33.06,60.37,69.48,Millets,Sandy,28-28
17,0,21,29.39,53.28,40.12,Pulses,Loamy,Urea
46,4,4,28.21,59.37,42.81,Paddy,Red,17-17-17
7,4,31,35.57,60.63,45.71,Sugarcane,Black,14-35-14
9,20,18,37.32,76.39,48.4,Cotton,Loamy,28-28
13,2,37,40.0,56.27,40.77,Millets,Loamy,Urea
8,3,30,39.82,70.94,30.3,Pulses,Loamy,28-28
9,0,17,38.99,74.78,27.58,Paddy,Black,Urea
36,3,3,27.9,58.51,31.93,Millets,Red,20-20
9,12,32,33.88,68.15,42.03,Sugarcane,Sandy,28-28
19,1,39,40.0,71.79,58.99,Sugarcane,Black,14-35-14
10,0,14,30.18,53.72,36.61,Barley,Red,17-17-17
33,0,0,32.53,56.27,29.85,Pulses,Clayey,17-17-17
11,0,16,33.72,50.47,44.08,Pulses,Black,10-26-26
5,11,33,31.86,51.97,62.52,Tobacco,Black,28-28
39,4,0,34.28,52.14,44.07,Tobacco,Black,10-26-26
11,0,19,25.94,60.8,62.34,Ground Nuts,Clayey,Urea
23,1,21,26.63,56.66,45.46,Pulses,Red,DAP
26,4,25,35.09,63.88,46.21,Cotton,Loamy,20-20
14,2,9,32.66,59.08,54.63,Millets,Red,Urea
34,0,0,34.76,67.48,24.8,Tobacco,Loamy,17-17-17
18,2,40,31.21,56.6,34.03,Wheat,Sandy,14-35-14
4,4,29,34.72,67.85,69.81,Barley,Loamy,Urea
7,20,19,23.38,55.92,50.56,Wheat,Clayey,14-35-14
34,4,0,30.14,55.49,45.37,Oil seeds,Clayey,DAP
12,4,39,29.71,50.93,41.83,Wheat,Sandy,14-35-14
8,5,27,30.88,51.0,46.08,Millets,Red,28-28
19,0,25,31.28,68.41,27.47,Oil seeds,Black,10-26-26
11,14,22,32.92,77.29,48.08,Paddy,Clayey,10-26-26
16,2,40,25.87,69.73,28.7,Wheat,Clayey,17-17-17
39,1,1,30.53,63.85,56.3,Barley,Sandy,20-20
39,0,0,37.03,69.99,42.75,Paddy,Clayey,14-35-14
8,2,17,37.38,70.59,66.29,Maize,Sandy,20-20
24,0,17,28.44,55.23,33.64,Ground Nuts,Red,10-26-26
25,0,19,24.57,49.59,48.59,Ground Nuts,Sandy,17-17-17
13,17,13,25.23,48.23,21.3,Maize,Black,Urea
12,0,44,30.98,60.86,33.37,Oil seeds,Red,20-20
18,2,19,28.45,55.92,48.02,Cotton,Black,17-17-17
14,15,14,22.21,43.72,21.74,Oil seeds,Clayey,Urea
12,1,37,36.2,55.53,54.66,Sugarcane,Clayey,10-26-26
11,1,39,32.48,64.01,50.17,Tobacco,Loamy,20-20
13,3,8,29.67,60.0,70.0,Tobacco,Red,Urea
36,0,3,30.62,59.17,45.5,Ground Nuts,Sandy,20-20
16,0,33,29.51,55.64,28.32,Tobacco,Loamy,Urea
8,2,11,29.64,54.26,30.97,Cotton,Black,Urea
8,2,27,30.83,64.19,23.01,Pulses,Clayey,Urea
41,0,0,34.15,50.64,39.17,Millets,Loamy,17-17-17
7,8,27,32.54,52.1,29.86,Paddy,Sandy,20-20
24,4,19,35.15,65.46,50.44,Pulses,Red,Urea
7,0,41,32.88,70.34,29.01,Ground Nuts,Loamy,14-35-14
35,0,0,32.26,57.08,42.58,Ground Nuts,Clayey,Urea
12,4,36,28.94,60.34,31.18,Millets,Loamy,17-17-17
45,1,0,24.61,43.14,27.28,Oil seeds,Red,28-28
11,10,27,32.63,71.17,55.93,Millets,Loamy,Urea
9,7,27,31.18,72.57,46.74,Maize,Loamy,14-35-14
6,11,31,23.69,57.9,39.61,Cotton,Sandy,14-35-14
41,3,0,32.48,53.65,28.91,Tobacco,Clayey,17-17-17
26,0,14,28.7,53.21,40.31,Ground Nuts,Sandy,14-35-14
12,9,14,32.8,71.66,44.08,Oil seeds,Red,Urea
7,0,34,37.65,60.86,24.45,Maize,Black,10-26-26
3,16,17,26.1,50.4,41.08,Oil seeds,Black,28-28
9,0,38,31.22,74.54,61.36,Maize,Sandy,Urea
13,1,37,36.78,69.9,38.86,Ground Nuts,Red,DAP
33,0,3,38.75,58.17,52.93,Maize,Loamy,28-28
1,17,12,29.13,47.06,44.06,Pulses,Red,20-20
30,0,1,28.65,62.64,41.6,Pulses,Loamy,DAP
32,0,2,20.54,40.79,56.58,Cotton,Clayey,28-28
45,0,0,27.19,62.12,35.74,Cotton,Red,Urea
41,2,0,29.74,53.77,40.06,Tobacco,Red,17-17-17
10,10,15,33.98,67.67,62.06,Oil seeds,Black,DAP
9,4,12,28.91,67.6,39.3,Pulses,Red,DAP
10,17,15,26.09,50.03,60.84,Millets,Sandy,20-20
32,0,0,29.22,54.96,70.0,Ground Nuts,Black,10-26-26
9,18,20,27.68,66.84,28.69,Oil seeds,Black,28-28
10,0,14,21.94,46.3,27.7,Sugarcane,Loamy,14-35-14
9,2,39,32.27,54.7,59.44,Ground Nuts,Sandy,DAP
36,0,0,29.59,47.26,67.15,Ground Nuts,Loamy,14-35-14
37,0,0,38.97,61.93,48.53,Tobacco,Black,DAP
36,0,0,40.0,63.37,45.26,Maize,Sandy,14-35-14
6,2,36,32.81,73.39,41.77,Pulses,Sandy,28-28
13,4,9,36.48,66.13,30.41,Cotton,Black,DAP
45,4,1,31.25,67.15,42.57,Tobacco,Sandy,17-17-17
17,0,23,24.83,57.76,31.75,Ground Nuts,Sandy,14-35-14
19,3,33,29.72,53.18,42.19,Cotton,Sandy,DAP
22,0,21,27.26,43.94,42.1,Paddy,Loamy,14-35-14
39,0,0,34.34,55.85,27.98,Wheat,Black,28-28
8,15,14,23.7,41.13,58.8,Ground Nuts,Sandy,Urea
8,4,32,33.32,71.88,37.86,Sugarcane,Loamy,20-20
38,0,0,27.34,55.87,43.75,Pulses,Clayey,10-26-26
6,12,23,22.71,49.95,45.22,Tobacco,Loamy,14-35-14
12,0,12,29.55,59.76,58.15,Wheat,Clayey,14-35-14
13,5,17,33.39,53.49,50.08,Tobacco,Sandy,28-28
37,0,0,31.64,68.77,39.39,Ground Nuts,Sandy,20-20
16,17,7,23.18,46.72,29.53,Paddy,Black,17-17-17
7,0,10,24.94,66.7,66.09,Pulses,Sandy,17-17-17
10,17,19,21.74,44.09,59.39,Barley,Sandy,Urea
35,0,0,30.28,63.74,54.26,Pulses,Loamy,17-17-17
20,0,22,23.22,49.73,51.54,Pulses,Clayey,20-20
25,3,20,29.69,47.64,46.87,Ground Nuts,Clayey,14-35-14
15,7,16,35.79,55.43,70.0,Maize,Black,DAP
10,11,26,38.68,77.89,35.76,Maize,Loamy,14-35-14
13,0,40,34.07,60.31,40.04,Barley,Red,20-20
22,0,22,29.16,66.79,59.72,Ground Nuts,Sandy,17-17-17
12,2,44,36.5,69.77,62.08,Ground Nuts,Loamy,10-26-26
7,17,13,27.05,63.35,58.77,Paddy,Red,DAP
10,0,33,31.49,71.13,61.76,Barley,Black,28-28
21,0,23,30.84,59.19,45.38,Wheat,Loamy,14-35-14
9,8,25,34.3,52.7,60.28,Wheat,Sandy,20-20
3,3,29,31.13,73.3,29.78,Barley,Loamy,DAP
28,2,20,28.87,58.01,36.28,Tobacco,Sandy,20-20
8,4,13,36.02,63.58,41.22,Tobacco,Red,14-35-14
35,4,0,35.93,59.27,55.76,Oil seeds,Sandy,DAP
12,2,38,32.15,54.75,62.62,Cotton,Loamy,DAP
43,4,2,23.42,58.34,36.7,Millets,Clayey,28-28
10,20,17,24.23,54.91,32.3,Maize,Loamy,20-20
12,1,33,28.51,48.44,45.73,Cotton,Black,Urea
14,0,36,32.06,55.34,56.8,Paddy,Sandy,DAP
40,0,0,31.18,54.19,43.3,Tobacco,Loamy,17-17-17
10,0,45,33.59,54.6,51.9,Barley,Loamy,Urea
17,0,31,30.36,59.8,70.0,Millets,Red,Urea
7,14,26,28.79,64.17,68.25,Tobacco,Sandy,20-20
18,1,22,28.74,44.89,43.99,Cotton,Black,14-35-14
32,2,0,32.33,48.88,31.39,Sugarcane,Black,DAP
12,20,21,39.12,61.14,51.1,Millets,Red,Urea
11,0,12,34.71,54.08,46.09,Millets,Loamy,Urea
14,0,9,30.34,64.88,34.89,Barley,Sandy,17-17-17
12,3,40,27.59,52.12,42.52,Tobacco,Red,17-17-17
12,0,39,35.14,69.39,45.5,Wheat,Black,Urea
44,0,4,29.61,55.37,42.37,Barley,Clayey,10-26-26
16,0,40,27.8,61.15,38.19,Tobacco,Black,14-35-14
12,1,41,39.34,73.55,37.74,Barley,Sandy,10-26-26
10,0,10,25.49,58.9,27.75,Maize,Sandy,10-26-26
38,0,1,30.35,62.68,46.39,Cotton,Black,20-20
20,0,23,29.31,65.11,40.63,Tobacco,Black,14-35-14
11,0,39,30.84,76.53,34.0,Cotton,Loamy,Urea
21,0,23,34.51,54.23,48.09,Sugarcane,Loamy,DAP
21,2,24,29.97,59.98,41.02,Tobacco,Loamy,10-26-26
10,22,13,29.54,46.05,47.43,Maize,Clayey,10-26-26
18,2,21,29.6,65.96,27.64,Maize,Sandy,DAP
4,4,30,32.18,62.78,23.55,Pulses,Loamy,20-20
39,4,1,32.29,62.31,33.23,Tobacco,Sandy,10-26-26
11,14,18,36.35,69.02,43.17,Sugarcane,Loamy,28-28
14,0,38,37.33,59.48,53.07,Wheat,Clayey,DAP
10,4,43,38.06,52.11,41.53,Ground Nuts,Clayey,14-35-14
14,3,33,29.52,68.99,56.83,Paddy,Sandy,20-20
10,9,28,40.0,78.86,52.13,Sugarcane,Clayey,17-17-17
20,0,26,22.07,51.67,51.97,Tobacco,Clayey,14-35-14
14,0,10,30.67,50.16,40.76,Cotton,Black,17-17-17
11,5,34,25.98,62.89,61.12,Oil seeds,Red,10-26-26
18,1,20,29.25,53.85,33.95,Maize,Red,14-35-14
10,0,9,26.51,60.56,35.77,Barley,Loamy,DAP
10,6,29,26.7,52.31,61.77,Sugarcane,Clayey,DAP
21,0,25,25.95,62.86,51.74,Oil seeds,Clayey,20-20
19,4,27,24.2,60.2,34.14,Oil seeds,Loamy,28-28
24,0,28,23.0,52.82,37.28,Millets,Clayey,DAP
10,0,11,31.77,57.58,49.46,Sugarcane,Sandy,20-20
3,21,21,30.35,73.19,41.73,Ground Nuts,Sandy,17-17-17
9,0,9,32.72,56.31,41.59,Paddy,Sandy,17-17-17
11,10,26,32.17,56.59,62.96,Oil seeds,Clayey,28-28
17,4,38,29.6,58.17,40.56,Millets,Red,DAP
3,18,16,29.06,62.14,45.05,Ground Nuts,Red,28-28
44,0,2,25.43,50.72,42.78,Sugarcane,Clayey,Urea
3,11,29,31.93,61.7,61.0,Pulses,Loamy,17-17-17
18,0,16,38.76,72.35,28.4,Pulses,Black,28-28
7,14,17,22.95,47.87,42.49,Sugarcane,Red,14-35-14
18,0,20,35.14,69.77,31.06,Ground Nuts,Sandy,10-26-26
16,0,11,22.81,48.89,28.47,Maize,Loamy,20-20
31,0,0,38.07,62.7,66.49,Maize,Red,20-20
39,0,3,24.17,62.74,42.08,Wheat,Black,17-17-17
39,0,4,29.03,66.58,27.4,Ground Nuts,Loamy,28-28
4,0,8,37.98,57.42,48.64,Pulses,Loamy,10-26-26
14,21,16,24.2,63.32,30.41,Sugarcane,Red,17-17-17
13,1,40,39.47,72.83,59.41,Tobacco,Sandy,28-28
38,2,4,32.72,59.26,37.37,Millets,Loamy,10-26-26
6,18,12,23.61,40.7,39.71,Paddy,Clayey,14-35-14
7,0,11,24.04,65.32,45.42,Ground Nuts,Clayey,20-20
5,8,26,26.11,65.75,70.0,Tobacco,Red,17-17-17
21,3,17,32.02,53.18,50.78,Cotton,Sandy,Urea
14,18,8,29.17,59.16,55.51,Wheat,Loamy,14-35-14
12,0,7,28.74,54.8,58.08,Millets,Black,14-35-14
35,4,1,28.05,53.77,30.81,Pulses,Loamy,20-20
39,3,0,30.96,57.8,42.72,Sugarcane,Red,14-35-14
10,0,35,32.12,70.24,29.28,Barley,Red,20-20
22,2,21,31.52,56.11,29.79,Pulses,Clayey,Urea
17,0,10,39.41,63.5,41.68,Oil seeds,Black,10-26-26
9,19,19,24.4,59.68,29.94,Paddy,Clayey,14-35-14
6,13,31,37.61,56.44,61.31,Maize,Sandy,17-17-17
31,1,1,26.71,59.61,29.75,Barley,Sandy,28-28
38,2,4,35.3,65.91,61.45,Pulses,Black,28-28
8,14,13,26.25,48.11,47.36,Oil seeds,Clayey,DAP
34,0,0,23.41,47.11,60.88,Maize,Sandy,14-35-14
15,15,10,26.86,58.4,49.47,Millets,Loamy,14-35-14
23,0,22,30.4,64.62,29.5,Pulses,Clayey,20-20
9,3,10,31.84,63.65,43.05,Paddy,Clayey,17-17-17
9,15,21,35.66,67.28,53.18,Paddy,Loamy,10-26-26
4,9,25,32.88,53.21,20.0,Paddy,Black,17-17-17
35,2,0,27.68,46.99,22.43,Barley,Black,17-17-17
13,0,41,31.06,58.96,32.69,Millets,Sandy,DAP
14,16,12,29.43,42.86,23.41,Cotton,Clayey,DAP
10,7,32,33.89,55.98,45.78,Millets,Sandy,20-20
13,0,37,37.59,73.0,62.01,Ground Nuts,Red,10-26-26
7,13,11,27.06,58.24,46.67,Sugarcane,Sandy,20-20
38,0,0,32.94,59.38,30.73,Paddy,Black,14-35-14
6,5,33,28.39,51.88,59.74,Oil seeds,Loamy,DAP
19,2,41,31.18,55.41,33.33,Barley,Black,17-17-17
8,20,13,26.88,60.42,29.07,Barley,Black,20-20
21,3,22,28.78,46.7,36.68,Tobacco,Clayey,28-28
24,0,20,22.15,54.75,39.9,Barley,Clayey,28-28
5,13,10,34.37,52.58,39.35,Paddy,Red,10-26-26
16,4,36,38.93,72.2,68.8,Tobacco,Red,Urea
9,5,28,33.86,61.51,60.88,Sugarcane,Loamy,10-26-26
16,1,40,29.29,49.2,35.91,Cotton,Red,10-26-26
20,0,19,26.65,61.13,36.81,Cotton,Loamy,10-26-26
19,4,19,23.94,46.32,39.99,Millets,Black,Urea
20,0,19,30.97,58.0,39.5,Millets,Sandy,20-20
38,2,0,30.01,51.08,29.77,Tobacco,Black,DAP
22,0,23,27.0,61.54,48.67,Sugarcane,Sandy,17-17-17
9,20,17,23.87,50.93,44.6,Pulses,Clayey,14-35-14
36,4,3,37.83,58.79,52.48,Barley,Red,Urea
13,0,13,28.0,47.27,57.35,Tobacco,Clayey,Urea
9,0,8,28.02,63.79,48.61,Oil seeds,Loamy,17-17-17
5,4,15,29.13,67.17,44.42,Wheat,Black,28-28
25,0,28,34.41,62.43,33.3,Barley,Loamy,28-28
3,13,32,29.76,61.14,53.09,Pulses,Black,DAP
13,0,40,25.61,56.5,60.49,Ground Nuts,Loamy,10-26-26
33,0,0,22.49,46.82,30.38,Tobacco,Black,Urea
5,12,19,29.13,46.65,36.41,Ground Nuts,Loamy,14-35-14
18,2,28,31.29,60.08,42.87,Tobacco,Red,17-17-17
39,3,0,38.61,69.3,41.21,Paddy,Black,20-20
15,4,30,29.54,54.01,70.0,Pulses,Loamy,DAP
24,1,16,34.72,64.79,24.84,Maize,Clayey,20-20
14,2,29,33.47,61.96,52.46,Pulses,Sandy,20-20
9,0,36,30.67,67.01,70.0,Sugarcane,Loamy,28-28
11,1,12,23.84,40.88,64.6,Barley,Black,Urea
11,0,38,35.5,64.73,50.91,Pulses,Clayey,14-35-14
39,0,2,26.3,56.35,38.58,Sugarcane,Loamy,14-35-14
23,0,15,21.44,43.3,36.7,Cotton,Sandy,17-17-17
42,0,0,31.67,71.83,25.15,Sugarcane,Sandy,20-20
20,1,16,34.02,65.9,36.28,Wheat,Clayey,14-35-14
7,8,31,27.74,58.79,39.22,Wheat,Black,28-28
10,9,35,34.47,62.06,31.47,Pulses,Clayey,14-35-14
8,4,9,22.28,44.81,70.0,Oil seeds,Clayey,28-28
14,7,16,32.67,66.69,70.0,Sugarcane,Red,Urea
6,0,35,38.27,69.52,41.61,Millets,Black,DAP
9,1,18,34.72,55.96,37.9,Sugarcane,Sandy,10-26-26
39,1,2,24.93,55.08,70.0,Paddy,Red,Urea
8,10,16,29.31,44.74,47.53,Millets,Sandy,DAP
15,0,37,37.76,59.22,56.24,Pulses,Red,17-17-17
18,0,37,27.61,57.05,25.26,Ground Nuts,Red,20-20
32,4,4,24.83,54.72,32.76,Oil seeds,Black,10-26-26
10,5,35,33.76,53.8,61.55,Wheat,Black,DAP
7,0,41,40.0,60.45,33.52,Cotton,Black,17-17-17
18,4,20,36.02,74.78,38.64,Barley,Loamy,14-35-14
12,9,34,29.17,58.72,20.0,Oil seeds,Clayey,10-26-26
37,0,0,29.35,51.42,70.0,Sugarcane,Red,28-28
25,1,24,32.78,63.54,36.29,Pulses,Red,17-17-17
16,2,9,33.16,56.99,39.99,Pulses,Red,14-35-14
19,3,33,32.62,52.77,37.75,Maize,Red,Urea
1,17,16,32.78,73.78,36.5,Wheat,Sandy,Urea
38,0,0,22.5,43.53,24.16,Sugarcane,Loamy,10-26-26
13,0,40,30.9,58.59,38.32,Barley,Black,20-20
8,2,13,34.54,55.21,45.01,Paddy,Sandy,20-20
21,0,17,21.41,53.24,26.72,Ground Nuts,Loamy,14-35-14
37,4,0,29.97,69.39,25.39,Pulses,Red,10-26-26
7,6,32,25.29,61.48,27.71,Paddy,Red,Urea
6,9,30,32.78,68.98,42.07,Maize,Red,14-35-14
43,0,0,27.38,50.06,24.55,Pulses,Black,20-20
5,16,22,34.33,67.03,36.49,Ground Nuts,Red,DAP
40,0,0,20.45,45.71,55.91,Tobacco,Red,DAP
41,0,0,33.66,76.53,54.93,Millets,Black,DAP
42,3,0,27.79,51.33,28.88,Maize,Loamy,20-20
43,2,0,30.52,54.99,69.02,Millets,Loamy,10-26-26
39,0,0,28.83,64.74,44.66,Sugarcane,Red,28-28
19,0,22,31.78,66.32,62.44,Paddy,Red,17-17-17
35,0,0,28.49,61.78,47.46,Maize,Sandy,14-35-14
8,5,28,26.7,61.16,69.76,Wheat,Black,17-17-17
40,0,1,23.59,48.13,28.61,Sugarcane,Sandy,DAP
8,0,6,32.73,67.1,34.06,Barley,Loamy,28-28
7,4,29,33.44,67.04,56.66,Pulses,Loamy,10-26-26
8,5,34,27.3,58.19,21.84,Paddy,Loamy,DAP
11,12,31,30.79,53.82,68.44,Paddy,Loamy,14-35-14
6,20,14,28.67,55.3,38.91,Ground Nuts,Clayey,10-26-26
13,1,11,26.88,59.5,33.0,Barley,Black,14-35-14
11,0,11,25.28,48.16,60.97,Paddy,Black,28-28
12,4,38,39.78,59.7,70.0,Pulses,Sandy,DAP
4,13,24,25.07,48.14,38.76,Barley,Clayey,Urea
32,4,0,28.53,58.99,66.34,Millets,Red,14-35-14
35,3,0,23.38,59.24,45.99,Paddy,Sandy,10-26-26
9,3,7,26.95,52.13,54.83,Tobacco,Sandy,DAP
7,19,21,34.46,67.55,53.28,Maize,Black,DAP
41,0,0,30.24,57.35,39.81,Maize,Black,20-20
6,5,25,30.01,48.4,35.35,Cotton,Clayey,17-17-17
8,9,15,34.19,69.83,62.1,Paddy,Sandy,20-20
10,14,28,32.25,50.03,66.47,Cotton,Clayey,14-35-14
21,0,24,33.16,66.73,50.78,Maize,Loamy,28-28
10,1,10,37.12,70.82,39.36,Millets,Black,DAP
4,13,30,32.23,69.85,66.56,Ground Nuts,Black,Urea
25,2,20,38.56,68.08,57.75,Paddy,Sandy,10-26-26
40,0,2,27.12,58.16,22.74,Cotton,Black,Urea
13,2,38,24.73,51.53,26.69,Wheat,Loamy,17-17-17
10,16,16,29.05,63.39,46.94,Wheat,Loamy,DAP
24,0,15,28.36,52.45,31.86,Pulses,Red,14-35-14
4,9,32,37.97,57.61,56.51,Wheat,Loamy,DAP
15,2,33,31.75,49.36,57.18,Wheat,Clayey,14-35-14
38,0,1,39.48,79.62,45.0,Maize,Red,17-17-17
10,4,37,31.73,51.04,30.08,Tobacco,Loamy,DAP
35,3,0,32.2,72.21,60.57,Barley,Loamy,10-26-26
41,0,0,33.52,56.48,24.69,Wheat,Sandy,DAP
20,0,22,35.4,66.88,56.01,Pulses,Clayey,20-20
6,16,12,28.75,56.3,63.61,Millets,Sandy,Urea
8,0,32,27.28,44.46,51.74,Oil seeds,Clayey,14-35-14
42,0,1,33.78,69.12,20.23,Ground Nuts,Loamy,20-20
11,0,34,28.26,60.74,38.67,Ground Nuts,Red,14-35-14
39,4,0,32.33,64.89,54.65,Ground Nuts,Loamy,Urea
10,3,10,39.82,68.1,26.42,Paddy,Red,17-17-17
16,3,11,23.86,58.39,20.05,Oil seeds,Loamy,17-17-17
16,0,45,22.59,56.96,27.15,Barley,Red,10-26-26
10,2,34,25.76,66.93,23.29,Ground Nuts,Red,DAP
6,0,17,24.38,52.1,61.63,Wheat,Black,DAP
8,9,26,24.99,61.19,45.63,Sugarcane,Black,28-28
13,0,10,26.32,57.42,33.27,Pulses,Clayey,28-28
5,0,7,25.92,59.83,38.31,Sugarcane,Red,14-35-14
12,0,10,35.0,75.25,35.02,Sugarcane,Loamy,17-17-17
12,0,15,26.66,68.27,47.59,Barley,Sandy,10-26-26
18,0,21,20.3,54.28,45.3,Pulses,Red,14-35-14
37,3,0,25.23,45.43,37.13,Cotton,Black,17-17-17
40,3,0,30.71,56.46,43.4,Ground Nuts,Clayey,14-35-14
10,2,41,33.8,58.42,63.96,Sugarcane,Clayey,10-26-26
24,0,20,25.47,48.38,36.0,Millets,Black,10-26-26
6,5,29,26.75,60.71,69.47,Oil seeds,Red,17-17-17
40,3,0,31.97,52.19,32.94,Oil seeds,Black,14-35-14
42,0,0,30.06,63.8,35.07,Maize,Red,14-35-14
39,3,0,25.45,53.33,23.38,Oil seeds,Loamy,Urea
14,9,12,38.04,64.69,48.58,Pulses,Clayey,DAP
14,0,36,40.0,75.91,41.53,Ground Nuts,Red,DAP
45,0,0,26.7,49.6,42.38,Paddy,Red,17-17-17
6,0,13,30.02,65.59,54.31,Barley,Loamy,14-35-14
9,1,17,30.26,44.92,59.46,Cotton,Black,14-35-14
3,12,20,24.6,42.57,45.33,Paddy,Clayey,10-26-26
5,14,17,30.5,56.85,37.55,Tobacco,Red,20-20
10,0,37,33.02,75.26,31.06,Paddy,Red,10-26-26
10,0,12,28.62,46.23,66.04,Millets,Red,DAP
8,3,35,29.99,69.45,20.0,Pulses,Loamy,10-26-26
5,5,26,25.88,62.12,69.37,Maize,Black,14-35-14
20,0,25,30.13,68.83,49.19,Tobacco,Clayey,20-20
