Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Crop
95.09,43.39,279.14,6.75,64.04,22.6,Eggplant
51.46,43.41,231.72,6.69,69.65,23.23,Chili
52.92,40.03,213.01,6.13,70.67,28.83,Chili
75.55,50.77,182.86,6.65,75.95,24.99,Chili
54.63,58.62,163.01,6.05,62.85,22.89,Chili
51.96,56.23,299.97,6.35,66.83,25.15,Eggplant
82.08,45.85,230.93,6.63,65.89,30.32,Eggplant
60.46,59.75,242.93,6.69,65.03,22.42,Eggplant
74.08,45.83,294.89,6.33,69.9,22.36,Eggplant
89.7,54.0,223.98,6.64,68.53,24.21,Eggplant
67.78,54.63,214.3,6.68,75.47,29.54,Chili
61.48,40.25,244.76,6.01,62.49,25.88,Eggplant
93.89,43.07,263.2,6.0,60.06,24.45,Eggplant
83.6,41.17,267.67,6.75,65.1,24.07,Eggplant
41.14,51.39,212.71,6.27,71.79,24.37,Chili
84.16,67.49,264.65,6.51,67.67,30.22,Eggplant
70.67,55.83,201.37,6.74,69.45,29.97,Chili
73.71,43.97,233.45,6.47,70.88,26.89,Chili
71.97,52.14,268.58,6.33,67.22,31.15,Eggplant
42.07,32.39,199.88,6.32,76.06,23.9,Chili
56.9,54.44,234.0,6.3,68.62,23.98,Eggplant
66.43,41.78,218.05,5.76,62.51,23.78,Eggplant
64.85,33.5,210.29,6.42,62.76,26.86,Chili
57.37,36.66,193.68,6.78,65.24,20.98,Chili
62.99,51.43,226.11,6.67,69.07,22.47,Eggplant
65.58,35.4,172.23,6.19,68.0,24.8,Chili
69.4,62.43,293.79,6.53,69.32,23.49,Eggplant
56.72,43.62,236.46,6.46,62.57,25.17,Chili
51.83,52.37,222.19,5.9,63.79,31.79,Eggplant
46.55,58.59,202.3,6.63,74.42,21.67,Chili
75.79,64.73,280.61,6.59,66.32,24.39,Eggplant
65.42,66.61,267.74,6.61,64.83,23.91,Eggplant
69.54,34.35,171.47,6.3,61.08,23.21,Chili
76.9,42.18,190.77,6.53,65.77,27.43,Chili
63.15,47.12,217.98,5.6,64.17,31.17,Eggplant
92.03,67.71,232.12,6.41,63.78,31.89,Eggplant
88.26,65.64,251.0,6.09,65.21,31.06,Eggplant
79.77,42.4,223.91,5.99,62.91,30.35,Eggplant
53.41,55.27,244.71,6.01,65.8,31.86,Eggplant
96.15,50.09,236.66,5.6,65.52,24.31,Eggplant
72.37,68.81,223.97,5.53,68.12,27.14,Eggplant
46.2,33.94,246.44,6.59,62.03,24.11,Chili
45.14,56.59,196.87,6.02,61.96,22.6,Chili
61.26,33.23,198.03,6.18,78.02,26.32,Chili
94.89,43.37,282.43,6.47,66.72,30.82,Eggplant
44.51,35.55,157.45,6.36,68.31,20.09,Chili
85.54,51.91,259.08,6.55,60.06,25.43,Eggplant
83.43,48.91,220.12,5.59,63.54,30.7,Eggplant
55.54,49.92,286.09,5.83,63.58,29.39,Eggplant
77.55,48.28,181.26,6.41,62.0,26.9,Chili
76.16,38.03,151.55,6.09,67.98,27.96,Chili
81.44,40.32,233.31,6.25,64.4,28.49,Eggplant
60.98,60.34,248.67,6.49,64.85,27.75,Eggplant
60.05,43.55,189.3,6.23,62.92,20.75,Chili
60.26,48.25,244.63,6.29,62.24,27.34,Eggplant
69.87,44.59,204.26,6.48,61.56,25.9,Eggplant
44.29,30.01,153.12,6.04,60.22,22.74,Chili
66.52,55.01,238.95,6.13,69.14,24.41,Eggplant
59.95,58.39,177.65,6.13,71.68,21.61,Chili
75.14,44.32,169.95,6.77,66.42,26.46,Chili
84.44,55.19,268.85,6.7,66.98,25.86,Eggplant
73.09,51.41,281.35,6.56,60.5,26.53,Eggplant
52.22,33.23,238.37,6.42,70.91,29.23,Chili
66.7,58.09,280.28,6.47,68.2,27.5,Eggplant
60.93,67.31,246.35,6.22,68.52,29.11,Eggplant
45.13,40.78,226.36,6.31,66.61,26.75,Chili
57.06,66.8,270.57,6.59,64.47,23.85,Eggplant
53.23,49.55,247.07,6.11,60.75,30.18,Eggplant
83.19,58.51,273.9,6.66,69.66,22.24,Eggplant
70.71,69.52,218.18,6.12,60.74,27.91,Eggplant
85.69,40.64,263.91,6.07,65.6,26.7,Eggplant
88.91,46.34,285.58,5.56,66.65,24.59,Eggplant
63.97,67.03,220.8,5.63,61.2,27.41,Eggplant
79.31,48.44,211.07,6.68,66.18,27.42,Eggplant
57.93,40.47,171.42,6.61,66.0,27.68,Chili
51.22,34.14,167.18,6.38,68.34,26.91,Chili
46.48,59.82,241.32,6.66,65.82,21.9,Chili
62.99,66.58,282.86,5.63,65.35,28.29,Eggplant
69.5,56.99,193.71,6.48,75.4,20.3,Chili
72.12,43.38,221.24,5.7,62.62,31.1,Eggplant
96.36,43.56,248.53,6.13,68.84,31.81,Eggplant
90.84,54.65,260.01,6.31,63.95,28.96,Eggplant
74.54,65.19,256.75,5.83,69.66,30.6,Eggplant
89.26,55.5,277.42,6.23,63.82,26.35,Eggplant
64.62,46.5,294.22,5.61,64.83,28.54,Eggplant
40.29,37.85,177.4,6.04,75.91,29.01,Chili
61.58,46.94,243.18,6.12,65.23,22.33,Chili
96.13,56.74,267.6,6.59,65.23,22.03,Eggplant
72.89,61.12,284.62,6.32,67.68,24.48,Eggplant
72.07,36.47,240.36,6.4,63.87,23.12,Chili
58.51,47.74,191.84,6.14,76.47,28.29,Chili
63.32,43.96,282.33,5.95,62.94,26.86,Eggplant
54.5,43.1,202.95,6.34,69.66,27.99,Chili
50.49,50.13,262.44,5.86,64.3,24.3,Eggplant
61.5,59.47,289.76,6.34,62.09,23.87,Eggplant
66.87,30.91,176.32,6.73,70.47,23.93,Chili
75.59,65.05,253.5,6.05,64.9,29.36,Eggplant
63.35,39.41,210.99,6.62,70.71,28.47,Chili
64.12,55.02,262.49,5.72,63.79,30.23,Eggplant
71.31,33.78,187.92,6.49,69.45,21.81,Chili
52.71,39.97,160.31,6.29,66.07,24.7,Chili
99.26,67.76,215.11,6.14,66.13,22.43,Eggplant
77.97,54.85,208.58,6.74,64.72,23.13,Chili
52.39,49.85,242.01,6.29,64.77,31.35,Eggplant
58.56,57.59,286.06,6.37,66.42,22.5,Eggplant
51.48,44.02,174.44,6.45,69.75,23.27,Chili
90.76,64.45,209.67,6.24,60.29,25.01,Eggplant
51.51,38.16,164.19,6.45,76.81,20.9,Chili
78.15,57.95,224.7,6.12,64.68,23.32,Chili
67.89,38.05,231.94,6.56,62.93,20.04,Chili
78.91,41.93,230.43,6.47,67.8,28.58,Chili
81.77,67.07,256.02,6.38,68.61,24.6,Eggplant
51.08,53.46,225.05,5.97,64.47,28.83,Eggplant
58.67,42.36,217.54,5.57,66.9,26.6,Eggplant
99.68,43.74,220.81,6.69,64.15,25.26,Eggplant
50.78,55.28,218.7,6.68,60.52,22.78,Eggplant
75.51,41.7,287.51,6.3,63.05,28.77,Eggplant
76.07,31.25,237.33,6.43,70.46,22.07,Chili
53.92,46.74,257.42,6.3,62.91,28.37,Eggplant
89.27,58.86,287.37,6.25,60.22,22.42,Eggplant
73.0,52.76,236.06,6.78,77.54,21.56,Chili
62.79,33.41,179.91,6.55,64.47,23.44,Chili
91.7,48.98,243.24,5.54,65.79,25.87,Eggplant
55.34,44.21,207.74,6.08,68.1,30.72,Eggplant
93.04,61.41,237.74,6.41,64.61,31.41,Eggplant
62.34,51.58,219.19,6.71,76.16,26.15,Chili
86.32,65.23,225.56,5.57,64.88,28.23,Eggplant
44.21,48.44,203.67,6.68,68.56,25.62,Chili
78.64,32.6,169.79,6.21,61.81,27.59,Chili
50.51,31.99,181.34,6.42,63.06,29.72,Chili
54.51,53.75,212.01,6.28,63.92,26.22,Chili
84.44,43.4,215.72,6.12,67.11,29.14,Eggplant
55.82,45.75,226.1,5.89,65.14,30.54,Eggplant
86.04,40.1,226.15,5.91,65.16,29.28,Eggplant
62.31,62.69,261.07,5.94,62.94,31.9,Eggplant
50.93,50.58,191.59,6.16,70.59,20.29,Chili
63.49,38.67,202.81,6.46,73.04,24.4,Chili
64.15,42.22,201.3,6.73,74.65,27.59,Chili
56.69,42.16,215.9,5.78,64.13,31.86,Eggplant
54.0,41.08,174.82,6.3,63.98,24.03,Chili
48.48,30.5,160.94,6.53,67.38,28.29,Chili
44.66,32.55,154.41,6.51,78.61,28.03,Chili
62.68,59.58,295.97,6.38,63.94,27.65,Eggplant
47.26,44.88,211.75,6.08,74.73,27.85,Chili
74.96,52.77,167.07,6.75,72.15,27.97,Chili
51.41,50.2,240.32,6.28,63.68,20.32,Chili
52.04,56.47,200.06,6.49,64.95,26.02,Chili
71.9,38.7,169.71,6.01,69.87,20.55,Chili
71.81,65.44,295.81,5.5,62.8,22.02,Eggplant
53.64,30.35,164.06,6.58,66.59,27.4,Chili
78.41,55.99,166.33,6.47,69.7,29.38,Chili
77.03,48.61,206.97,6.14,64.31,21.73,Chili
95.93,59.07,220.87,6.75,61.39,28.03,Eggplant
68.05,43.07,295.6,6.45,62.18,30.14,Eggplant
59.64,46.71,239.68,6.13,63.0,24.97,Chili
97.48,49.78,260.25,6.07,61.03,30.4,Eggplant
59.73,58.7,220.34,6.26,61.3,28.7,Chili
89.49,65.77,216.23,5.84,68.73,31.44,Eggplant
94.84,48.69,204.97,6.77,66.98,31.3,Eggplant
70.86,40.52,187.77,6.35,71.86,23.89,Chili
71.3,51.26,225.79,6.23,76.31,20.53,Chili
51.85,51.53,284.89,5.76,67.2,28.16,Eggplant
58.03,55.22,279.97,6.48,64.1,28.11,Eggplant
82.47,67.07,274.78,6.09,60.26,27.7,Eggplant
84.8,63.81,282.69,5.58,64.57,27.61,Eggplant
54.83,49.55,258.64,6.24,67.33,22.7,Eggplant
67.31,63.14,225.73,6.05,62.75,22.19,Eggplant
66.45,55.83,154.79,6.45,70.36,25.27,Chili
50.54,51.52,169.32,6.54,61.62,21.37,Chili
51.39,33.38,230.77,6.73,65.62,26.12,Chili
70.95,58.93,264.37,5.75,60.4,26.68,Eggplant
90.8,63.11,267.08,5.89,69.02,23.49,Eggplant
53.86,39.11,234.86,6.13,61.48,24.96,Chili
74.24,31.66,245.69,6.08,76.94,27.29,Chili
50.81,40.1,190.12,6.77,76.17,20.35,Chili
57.75,65.73,288.01,5.97,65.39,27.82,Eggplant
49.71,54.8,191.2,6.4,64.19,28.19,Chili
55.65,39.46,206.34,6.36,72.81,23.73,Chili
51.32,58.19,293.93,5.79,68.38,27.88,Eggplant
72.0,44.63,229.65,6.67,63.58,31.28,Eggplant
46.05,37.04,178.88,6.62,70.0,27.91,Chili
90.06,41.64,284.72,5.86,65.48,24.68,Eggplant
75.23,52.17,247.84,6.08,64.64,27.86,Chili
85.26,57.72,230.87,6.14,67.43,25.85,Eggplant
71.37,47.87,253.56,6.62,64.16,31.41,Eggplant
80.13,45.48,252.63,5.59,60.98,26.53,Eggplant
80.33,67.87,208.5,6.8,68.39,31.32,Eggplant
61.54,63.34,265.99,5.95,62.53,23.79,Eggplant
61.58,38.01,196.56,6.77,77.09,28.86,Chili
40.19,56.55,173.63,6.16,74.87,28.15,Chili
47.97,44.86,169.3,6.26,63.2,23.23,Chili
84.97,47.91,265.36,5.55,63.41,23.01,Eggplant
51.88,57.74,218.99,6.56,78.33,29.68,Chili
51.75,69.07,291.14,6.41,65.73,29.43,Eggplant
80.16,54.88,229.64,6.21,61.88,27.57,Eggplant
40.43,48.87,233.61,6.46,62.01,28.27,Chili
64.33,53.69,289.83,5.87,65.56,23.27,Eggplant
66.38,50.93,186.61,6.51,67.17,23.88,Chili
89.92,48.25,267.71,6.65,69.13,30.52,Eggplant
67.9,45.55,232.87,6.23,68.73,27.21,Chili
68.12,49.21,221.76,6.09,77.37,22.11,Chili
54.45,35.83,156.68,6.67,72.94,20.19,Chili
90.81,59.23,287.68,6.25,61.31,24.76,Eggplant
53.22,69.74,294.14,5.59,69.84,28.18,Eggplant
67.78,44.9,151.71,6.08,79.38,21.19,Chili
98.93,64.37,288.17,6.3,61.73,22.49,Eggplant
49.68,37.73,152.41,6.33,75.94,22.84,Chili
75.96,36.34,165.29,6.39,77.41,20.76,Chili
94.4,42.63,208.8,5.69,61.1,29.69,Eggplant
56.67,55.29,187.9,6.47,71.95,29.22,Chili
71.64,41.83,230.96,6.29,67.66,30.09,Eggplant
64.54,42.87,176.76,6.24,60.59,26.27,Chili
81.3,47.82,262.89,5.6,64.37,27.38,Eggplant
58.62,34.78,208.05,6.21,73.52,26.92,Chili
66.41,39.9,215.9,6.41,60.08,23.22,Chili
70.71,66.19,223.75,6.37,66.09,23.56,Eggplant
69.11,40.61,279.57,6.03,69.44,22.46,Eggplant
73.31,52.54,206.1,5.86,61.0,28.4,Eggplant
66.53,35.12,185.75,6.35,72.44,28.78,Chili
49.43,52.42,213.62,6.36,79.09,29.93,Chili
58.01,35.56,212.2,6.35,62.38,21.7,Chili
51.96,39.79,213.0,6.41,76.65,26.17,Chili
78.94,49.08,211.51,6.27,75.45,22.52,Chili
44.13,35.86,249.54,6.61,65.08,24.71,Chili
72.8,50.33,205.17,5.56,69.53,29.75,Eggplant
61.34,65.82,216.34,6.68,60.88,30.46,Eggplant
62.13,31.33,224.21,6.75,78.25,29.8,Chili
92.63,63.81,287.97,5.66,67.27,23.02,Eggplant
58.45,38.43,170.13,6.58,68.6,22.86,Chili
60.63,40.69,171.02,6.62,75.7,21.79,Chili
77.97,36.89,218.9,6.25,69.05,20.58,Chili
95.86,63.65,215.59,6.39,65.34,26.01,Eggplant
63.19,48.1,230.88,5.71,67.91,25.69,Eggplant
97.03,63.91,211.5,5.58,61.83,26.75,Eggplant
69.52,46.38,227.49,6.79,68.56,25.57,Chili
74.43,67.47,242.78,6.28,64.38,29.04,Eggplant
58.34,39.41,217.1,6.26,62.38,26.23,Chili
53.17,50.36,248.62,6.18,61.23,29.1,Eggplant
46.23,41.95,204.23,6.07,72.46,25.3,Chili
73.34,34.52,185.76,6.03,78.68,21.15,Chili
94.23,62.6,298.94,6.23,62.5,27.68,Eggplant
96.36,66.67,249.57,5.57,61.97,23.16,Eggplant
60.16,40.91,150.51,6.39,79.17,20.35,Chili
97.16,49.45,291.54,6.68,62.44,31.1,Eggplant
40.52,45.76,199.43,6.32,62.52,20.31,Chili
79.19,45.35,249.73,5.63,62.11,30.26,Eggplant
55.28,52.56,170.66,6.4,73.47,20.49,Chili
56.06,31.43,158.35,6.54,73.14,25.29,Chili
78.3,50.46,230.63,6.57,65.18,26.12,Eggplant
60.1,66.24,206.14,5.5,64.15,22.21,Eggplant
72.83,44.34,264.23,6.25,60.87,25.03,Eggplant
74.97,42.55,236.16,6.64,62.1,26.26,Chili
93.1,68.14,237.99,5.53,65.08,30.67,Eggplant
65.83,59.13,224.18,6.3,65.6,26.54,Chili
77.67,50.16,213.46,6.57,65.67,27.12,Chili
52.01,57.69,220.88,6.26,60.07,29.02,Eggplant
83.37,61.72,271.77,5.9,67.31,30.73,Eggplant
73.78,33.42,214.04,6.76,60.16,29.1,Chili
44.66,40.22,237.22,6.57,60.48,23.04,Chili
83.52,65.68,269.71,6.57,62.97,29.51,Eggplant
95.16,59.08,200.02,5.69,61.49,27.31,Eggplant
71.86,54.65,188.01,6.25,70.94,22.29,Chili
63.67,47.8,183.03,6.08,72.82,29.87,Chili
47.53,33.37,194.95,6.02,73.5,20.72,Chili
42.92,39.07,194.74,6.02,74.05,28.64,Chili
69.79,44.12,214.59,6.11,61.03,29.27,Chili
61.39,49.61,194.52,6.25,61.36,25.26,Chili
65.67,64.22,260.41,6.44,67.18,28.45,Eggplant
48.08,40.76,161.82,6.38,75.69,26.08,Chili
64.66,44.3,215.36,6.74,69.89,29.41,Chili
74.57,59.06,202.46,6.24,68.36,21.08,Chili
55.7,58.31,186.69,6.56,69.11,20.76,Chili
42.24,50.29,188.03,6.38,61.24,29.18,Chili
57.1,58.24,239.97,6.09,79.7,24.39,Chili
78.63,42.91,151.05,6.21,70.21,25.19,Chili
74.43,59.32,179.86,6.02,76.37,24.93,Chili
51.72,59.52,204.51,6.79,71.19,22.65,Chili
63.83,35.75,217.24,6.43,65.85,23.05,Chili
93.97,53.97,271.65,5.77,68.35,27.66,Eggplant
43.14,42.4,175.78,6.09,71.47,28.55,Chili
55.99,58.26,233.51,6.6,64.11,24.47,Eggplant
77.33,42.16,218.53,6.45,69.11,28.42,Eggplant
67.31,56.77,188.77,6.31,72.29,26.04,Chili
88.71,65.7,223.52,6.45,69.28,24.14,Eggplant
40.92,45.35,165.23,6.69,62.3,22.17,Chili
97.77,58.27,231.44,6.72,62.52,23.4,Eggplant
54.45,53.36,212.28,6.24,64.64,26.8,Chili
66.98,52.18,155.3,6.16,62.88,27.4,Chili
85.44,67.29,241.91,5.54,60.33,26.01,Eggplant
73.02,57.48,260.27,6.64,61.49,30.26,Eggplant
97.66,40.56,287.75,6.27,62.79,27.59,Eggplant
70.07,51.77,247.39,6.56,61.95,24.07,Chili
65.4,38.33,212.72,6.52,73.83,24.12,Chili
87.01,66.86,223.19,5.5,62.6,31.49,Eggplant
97.24,59.24,290.26,6.63,67.22,30.27,Eggplant
57.69,37.6,222.84,6.26,73.04,26.22,Chili
83.52,62.23,267.33,6.61,64.52,25.6,Eggplant
52.08,55.91,232.64,5.62,68.61,29.51,Eggplant
56.42,63.41,276.19,6.65,63.44,28.62,Eggplant
59.75,43.87,273.93,6.2,63.34,30.79,Eggplant
94.85,52.74,216.1,6.36,60.9,28.27,Eggplant
44.48,52.15,242.83,6.35,70.39,21.42,Chili
66.96,58.74,249.27,6.67,69.2,25.61,Chili
71.33,56.53,263.52,6.04,69.06,25.15,Eggplant
60.01,55.62,173.53,6.02,72.4,21.52,Chili
89.75,63.61,261.64,5.53,61.98,22.97,Eggplant
60.7,46.68,229.44,6.32,63.08,27.99,Eggplant
49.2,42.62,193.31,6.63,78.25,24.84,Chili
67.06,46.98,220.7,6.22,68.18,25.51,Chili
68.52,56.13,239.68,6.74,68.63,24.34,Eggplant
78.84,45.14,185.35,6.36,68.8,29.21,Chili
66.98,44.38,177.28,6.13,72.03,24.02,Chili
61.61,33.75,226.72,6.11,66.17,29.68,Chili
58.78,38.74,212.97,6.3,77.43,26.96,Chili
70.5,44.46,194.54,6.17,77.0,23.31,Chili
66.98,54.99,165.29,6.41,70.38,24.84,Chili
79.02,36.35,217.57,6.71,66.56,23.99,Chili
90.32,60.74,273.46,6.7,68.92,28.4,Eggplant
79.4,46.96,236.2,6.68,75.88,27.04,Chili
54.22,46.22,157.23,6.16,75.96,27.28,Chili
80.44,57.35,285.67,5.55,62.09,29.2,Eggplant
48.12,53.57,234.01,6.04,64.94,20.63,Chili
65.24,42.04,191.12,6.43,65.27,28.54,Chili
51.13,45.03,263.07,6.21,66.61,29.73,Eggplant
67.01,46.71,296.22,6.21,66.26,24.34,Eggplant
77.38,56.92,272.39,6.06,62.11,29.67,Eggplant
79.18,47.34,186.35,6.25,73.17,26.87,Chili
90.36,62.99,228.34,6.18,67.1,25.77,Eggplant
58.76,52.54,194.46,6.18,69.1,21.14,Chili
74.8,48.39,160.13,6.09,64.28,22.11,Chili
79.69,53.64,245.88,6.6,70.27,22.16,Chili
55.04,63.97,248.72,5.97,61.71,30.4,Eggplant
83.7,57.29,232.68,6.24,61.38,23.86,Eggplant
61.75,41.48,261.83,6.48,61.92,24.49,Eggplant
66.61,69.14,261.24,6.1,66.07,30.31,Eggplant
78.25,47.9,158.06,6.57,61.35,26.75,Chili
97.96,54.74,268.58,5.59,63.43,25.95,Eggplant
90.07,40.22,230.99,5.87,61.61,27.73,Eggplant
51.33,49.49,153.57,6.21,62.33,29.1,Chili
71.7,58.83,159.85,6.1,79.11,24.91,Chili
41.08,35.56,172.25,6.38,72.65,28.27,Chili
55.24,61.83,269.14,6.61,64.66,31.74,Eggplant
82.75,42.87,266.33,6.3,60.46,22.76,Eggplant
68.05,42.67,159.58,6.54,79.43,27.56,Chili
96.97,43.22,225.95,6.66,65.98,23.3,Eggplant
46.27,39.9,225.53,6.17,61.44,27.29,Chili
92.21,59.52,286.92,5.53,62.42,22.45,Eggplant
86.34,51.13,215.35,6.04,60.08,31.09,Eggplant
77.88,46.73,222.31,6.47,68.68,28.03,Eggplant
69.17,46.83,180.39,6.44,72.47,22.05,Chili
72.62,50.51,177.45,6.56,79.96,29.98,Chili
72.27,46.77,235.6,6.76,70.69,28.75,Chili
58.97,59.04,230.82,6.3,75.51,24.63,Chili
53.9,37.37,192.44,6.11,74.14,29.13,Chili
74.78,57.09,242.13,6.68,61.73,28.07,Chili
47.44,31.03,184.94,6.42,68.76,25.54,Chili
55.35,34.79,228.59,6.75,62.71,29.09,Chili
72.24,63.07,243.19,6.74,62.66,26.19,Eggplant
76.53,39.15,150.07,6.56,78.61,20.45,Chili
65.84,54.87,206.83,6.7,63.3,23.48,Chili
52.11,53.39,283.62,6.25,64.27,22.46,Eggplant
68.74,40.69,242.78,6.69,79.09,25.96,Chili
69.2,56.17,188.51,6.79,64.05,20.62,Chili
72.26,59.17,206.33,6.22,72.41,27.6,Chili
50.9,50.44,186.4,6.54,71.12,29.65,Chili
57.25,52.38,170.72,6.57,72.47,20.71,Chili
59.61,44.46,187.09,6.3,63.76,28.74,Chili
66.0,30.42,153.56,6.28,61.77,24.63,Chili
81.43,63.57,261.04,6.77,66.21,27.56,Eggplant
42.28,41.44,181.27,6.06,77.52,22.22,Chili
41.26,37.01,214.85,6.14,60.63,22.36,Chili
58.19,43.99,233.76,6.67,67.46,25.09,Chili
74.63,48.99,182.0,6.77,73.76,24.56,Chili
54.04,32.83,154.58,6.29,72.69,29.25,Chili
57.83,49.96,177.77,6.73,78.88,23.9,Chili
66.98,64.74,258.24,6.15,69.32,29.94,Eggplant
51.87,57.39,167.91,6.68,67.02,28.62,Chili
70.8,50.08,157.17,6.51,63.84,21.74,Chili
85.76,67.95,298.04,6.08,65.48,29.82,Eggplant
79.3,55.27,299.99,5.93,66.82,29.25,Eggplant
77.86,41.69,184.52,6.59,79.36,25.32,Chili
66.19,42.84,163.27,6.4,63.92,20.14,Chili
78.67,49.31,196.05,6.24,77.41,20.82,Chili
67.67,47.64,294.18,5.99,64.43,24.73,Eggplant
70.26,59.34,173.77,6.26,68.5,21.34,Chili
95.43,51.01,266.66,5.96,61.15,28.12,Eggplant
98.39,54.86,293.24,5.51,68.52,24.97,Eggplant
54.4,53.27,161.48,6.39,65.73,28.39,Chili
69.29,50.57,227.76,6.11,67.89,22.71,Chili
59.81,53.36,296.92,6.59,62.47,22.48,Eggplant
64.52,39.68,214.09,6.09,70.46,20.67,Chili
89.09,42.37,288.78,5.61,67.51,26.47,Eggplant
79.21,36.85,247.87,6.27,62.28,25.24,Chili
56.21,59.4,185.12,6.21,65.15,24.59,Chili
69.5,50.22,173.04,6.69,79.15,28.36,Chili
52.57,30.52,184.97,6.18,66.13,28.72,Chili
71.98,35.43,184.03,6.34,62.75,22.84,Chili
68.11,60.18,217.67,5.79,60.1,29.71,Eggplant
72.52,54.57,203.04,5.99,66.68,29.31,Eggplant
73.49,54.6,193.81,6.09,72.3,27.9,Chili
96.3,56.63,261.68,5.92,64.81,25.81,Eggplant
75.64,64.57,275.45,5.73,66.1,28.1,Eggplant
72.14,51.51,185.53,6.04,73.82,24.83,Chili
81.31,53.29,273.29,6.26,61.49,22.42,Eggplant
64.02,44.39,219.28,6.42,66.0,31.1,Eggplant
91.66,57.65,288.65,5.66,60.34,23.92,Eggplant
78.26,46.64,222.37,5.72,69.66,29.45,Eggplant
42.65,55.13,150.62,6.24,60.8,22.55,Chili
94.13,59.41,213.41,5.71,60.45,24.71,Eggplant
53.79,52.9,293.38,5.66,62.71,24.87,Eggplant
51.99,37.53,215.46,6.6,79.49,26.76,Chili
59.63,67.07,218.43,5.99,65.33,25.12,Eggplant
74.07,61.82,224.75,5.55,62.32,27.29,Eggplant
48.45,37.53,236.56,6.06,69.22,26.98,Chili
61.94,56.27,188.96,6.67,70.56,27.65,Chili
53.46,67.12,278.0,6.45,69.77,22.79,Eggplant
77.61,44.46,244.63,6.2,77.4,21.83,Chili
61.42,51.51,271.2,5.8,67.85,25.12,Eggplant
60.98,49.73,232.47,6.54,73.59,21.74,Chili
86.37,69.46,291.75,6.0,60.94,23.86,Eggplant
74.3,46.72,189.34,6.29,73.09,26.81,Chili
79.83,42.33,204.93,6.52,61.02,29.4,Chili
71.65,51.91,256.19,6.7,66.63,22.41,Eggplant
43.32,43.55,230.5,6.78,77.61,23.68,Chili
54.27,46.89,223.27,6.72,74.07,21.68,Chili
52.69,51.8,240.46,5.86,67.77,23.51,Eggplant
68.04,56.72,169.74,6.28,64.89,21.24,Chili
50.13,44.01,243.62,6.51,78.45,22.76,Chili
81.55,49.42,261.12,6.04,64.24,23.36,Eggplant
76.73,40.86,215.84,6.23,75.33,26.69,Chili
88.91,66.18,257.39,5.89,62.88,25.75,Eggplant
65.3,30.18,191.98,6.5,79.24,27.41,Chili
57.81,63.06,213.09,6.19,66.77,27.6,Eggplant
68.64,31.58,180.0,6.02,67.88,27.06,Chili
79.04,69.59,254.81,6.13,61.3,22.68,Eggplant
80.64,44.61,285.36,6.67,62.69,30.22,Eggplant
89.1,51.37,283.06,5.88,69.6,31.44,Eggplant
58.31,61.68,219.56,6.04,63.34,29.57,Eggplant
70.59,56.31,240.73,6.06,61.87,29.05,Chili
79.48,49.28,236.19,6.18,69.56,24.81,Eggplant
44.39,33.24,152.12,6.12,70.0,27.67,Chili
69.32,47.41,292.58,6.62,69.71,29.41,Eggplant
51.65,39.22,212.9,6.46,67.42,22.26,Chili
82.55,53.93,282.0,6.28,63.39,30.16,Eggplant
41.24,56.33,232.01,6.44,78.26,27.89,Chili
60.09,43.86,295.22,5.85,66.01,26.79,Eggplant
61.43,41.64,156.09,6.45,62.24,27.73,Chili
80.95,46.57,218.37,6.47,65.59,30.42,Eggplant
92.95,59.84,266.33,6.08,69.03,31.69,Eggplant
80.12,69.36,232.11,6.37,61.84,26.02,Eggplant
58.06,53.62,215.84,6.3,79.65,20.38,Chili
68.96,44.18,179.67,6.51,78.5,20.81,Chili
58.36,57.75,150.13,6.62,70.21,26.4,Chili
72.39,54.13,240.17,6.72,60.46,23.79,Eggplant
75.2,30.1,150.79,6.76,69.12,29.74,Chili
88.81,69.91,289.65,5.95,62.94,29.74,Eggplant
65.69,35.35,217.55,6.0,60.09,28.1,Chili
45.49,36.41,241.67,6.56,62.36,27.07,Chili
42.81,52.22,182.03,6.16,73.91,22.99,Chili
94.02,52.74,262.66,6.08,64.33,29.37,Eggplant
83.07,42.23,293.56,6.31,69.66,24.42,Eggplant
50.97,34.44,161.15,6.08,70.76,21.23,Chili
43.32,32.9,151.01,6.58,72.69,26.59,Chili
56.29,46.78,155.18,6.31,66.46,23.51,Chili
41.52,55.48,160.48,6.02,67.83,23.37,Chili
69.15,59.19,279.17,6.77,67.26,31.86,Eggplant
79.12,53.93,247.47,6.03,72.58,25.91,Chili
62.59,58.27,216.6,6.4,73.25,20.14,Chili
78.0,55.15,284.9,6.28,66.15,27.85,Eggplant
73.15,33.04,222.19,6.51,66.26,24.97,Chili
60.98,52.53,202.96,6.37,61.45,23.16,Eggplant
58.14,47.72,172.98,6.31,62.17,22.02,Chili
75.71,33.12,197.69,6.16,73.71,27.74,Chili
76.2,40.72,214.37,6.42,72.36,26.76,Chili
44.29,50.66,210.48,6.22,60.62,20.16,Chili
88.98,66.32,293.45,5.78,60.17,28.79,Eggplant
84.22,61.85,257.27,6.17,69.63,27.26,Eggplant
52.33,39.62,184.19,6.41,66.79,29.37,Chili
59.68,31.97,172.29,6.14,68.1,22.29,Chili
41.61,32.3,209.53,6.12,77.79,21.4,Chili
65.33,34.24,189.81,6.75,69.63,20.89,Chili
57.07,50.49,296.77,6.41,63.92,27.95,Eggplant
