Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type
35,4,0,35.93,59.27,55.76,Oil seeds
12,2,38,32.15,54.75,62.62,Cotton
43,4,2,23.42,58.34,36.7,Millets
10,20,17,24.23,54.91,32.3,Maize
12,1,33,28.51,48.44,45.73,Cotton
14,0,36,32.06,55.34,56.8,Paddy
40,0,0,31.18,54.19,43.3,Tobacco
10,0,45,33.59,54.6,51.9,Barley
17,0,31,30.36,59.8,70,Millets
7,14,26,28.79,64.17,68.25,Tobacco
18,1,22,28.74,44.89,43.99,Cotton
32,2,0,32.33,48.88,31.39,Sugarcane
12,20,21,39.12,61.14,51.1,Millets
11,0,12,34.71,54.08,46.09,Millets
14,0,9,30.34,64.88,34.89,Barley
12,3,40,27.59,52.12,42.52,Tobacco
12,0,39,35.14,69.39,45.5,Wheat
44,0,4,29.61,55.37,42.37,Barley
16,0,40,27.8,61.15,38.19,Tobacco
12,1,41,39.34,73.55,37.74,Barley
10,0,10,25.49,58.9,27.75,Maize
38,0,1,30.35,62.68,46.39,Cotton
20,0,23,29.31,65.11,40.63,Tobacco
11,0,39,30.84,76.53,34,Cotton
21,0,23,34.51,54.23,48.09,Sugarcane
21,2,24,29.97,59.98,41.02,Tobacco
10,22,13,29.54,46.05,47.43,Maize
18,2,21,29.6,65.96,27.64,Maize
4,4,30,32.18,62.78,23.55,Pulses
39,4,1,32.29,62.31,33.23,Tobacco
11,14,18,36.35,69.02,43.17,Sugarcane
14,0,38,37.33,59.48,53.07,Wheat
10,4,43,38.06,52.11,41.53,Ground Nuts
14,3,33,29.52,68.99,56.83,Paddy
10,9,28,40,78.86,52.13,Sugarcane
20,0,26,22.07,51.67,51.97,Tobacco
14,0,10,30.67,50.16,40.76,Cotton
11,5,34,25.98,62.89,61.12,Oil seeds
18,1,20,29.25,53.85,33.95,Maize
10,0,9,26.51,60.56,35.77,Barley
10,6,29,26.7,52.31,61.77,Sugarcane
21,0,25,25.95,62.86,51.74,Oil seeds
19,4,27,24.2,60.2,34.14,Oil seeds
24,0,28,23,52.82,37.28,Millets
10,0,11,31.77,57.58,49.46,Sugarcane
3,21,21,30.35,73.19,41.73,Ground Nuts
9,0,9,32.72,56.31,41.59,Paddy
11,10,26,32.17,56.59,62.96,Oil seeds
17,4,38,29.6,58.17,40.56,Millets
3,18,16,29.06,62.14,45.05,Ground Nuts
44,0,2,25.43,50.72,42.78,Sugarcane
3,11,29,31.93,61.7,61,Pulses
18,0,16,38.76,72.35,28.4,Pulses
7,14,17,22.95,47.87,42.49,Sugarcane
18,0,20,35.14,69.77,31.06,Ground Nuts
16,0,11,22.81,48.89,28.47,Maize
31,0,0,38.07,62.7,66.49,Maize
39,0,3,24.17,62.74,42.08,Wheat
39,0,4,29.03,66.58,27.4,Ground Nuts
4,0,8,37.98,57.42,48.64,Pulses
14,21,16,24.2,63.32,30.41,Sugarcane
13,1,40,39.47,72.83,59.41,Tobacco
38,2,4,32.72,59.26,37.37,Millets
6,18,12,23.61,40.7,39.71,Paddy
7,0,11,24.04,65.32,45.42,Ground Nuts
5,8,26,26.11,65.75,70,Tobacco
21,3,17,32.02,53.18,50.78,Cotton
14,18,8,29.17,59.16,55.51,Wheat
12,0,7,28.74,54.8,58.08,Millets
35,4,1,28.05,53.77,30.81,Pulses
39,3,0,30.96,57.8,42.72,Sugarcane
10,0,35,32.12,70.24,29.28,Barley
22,2,21,31.52,56.11,29.79,Pulses
17,0,10,39.41,63.5,41.68,Oil seeds
9,19,19,24.4,59.68,29.94,Paddy
6,13,31,37.61,56.44,61.31,Maize
31,1,1,26.71,59.61,29.75,Barley
38,2,4,35.3,65.91,61.45,Pulses
8,14,13,26.25,48.11,47.36,Oil seeds
34,0,0,23.41,47.11,60.88,Maize
15,15,10,26.86,58.4,49.47,Millets
23,0,22,30.4,64.62,29.5,Pulses
9,3,10,31.84,63.65,43.05,Paddy
9,15,21,35.66,67.28,53.18,Paddy
4,9,25,32.88,53.21,20,Paddy
35,2,0,27.68,46.99,22.43,Barley
13,0,41,31.06,58.96,32.69,Millets
14,16,12,29.43,42.86,23.41,Cotton
10,7,32,33.89,55.98,45.78,Millets
13,0,37,37.59,73,62.01,Ground Nuts
7,13,11,27.06,58.24,46.67,Sugarcane
38,0,0,32.94,59.38,30.73,Paddy
6,5,33,28.39,51.88,59.74,Oil seeds
19,2,41,31.18,55.41,33.33,Barley
8,20,13,26.88,60.42,29.07,Barley
21,3,22,28.78,46.7,36.68,Tobacco
24,0,20,22.15,54.75,39.9,Barley
5,13,10,34.37,52.58,39.35,Paddy
16,4,36,38.93,72.2,68.8,Tobacco
9,5,28,33.86,61.51,60.88,Sugarcane
16,1,40,29.29,49.2,35.91,Cotton
20,0,19,26.65,61.13,36.81,Cotton
19,4,19,23.94,46.32,39.99,Millets
20,0,19,30.97,58,39.5,Millets
38,2,0,30.01,51.08,29.77,Tobacco
22,0,23,27,61.54,48.67,Sugarcane
9,20,17,23.87,50.93,44.6,Pulses
36,4,3,37.83,58.79,52.48,Barley
13,0,13,28,47.27,57.35,Tobacco
9,0,8,28.02,63.79,48.61,Oil seeds
5,4,15,29.13,67.17,44.42,Wheat
25,0,28,34.41,62.43,33.3,Barley
3,13,32,29.76,61.14,53.09,Pulses
13,0,40,25.61,56.5,60.49,Ground Nuts
33,0,0,22.49,46.82,30.38,Tobacco
5,12,19,29.13,46.65,36.41,Ground Nuts
18,2,28,31.29,60.08,42.87,Tobacco
39,3,0,38.61,69.3,41.21,Paddy
15,4,30,29.54,54.01,70,Pulses
24,1,16,34.72,64.79,24.84,Maize
14,2,29,33.47,61.96,52.46,Pulses
9,0,36,30.67,67.01,70,Sugarcane
11,1,12,23.84,40.88,64.6,Barley
11,0,38,35.5,64.73,50.91,Pulses
39,0,2,26.3,56.35,38.58,Sugarcane
23,0,15,21.44,43.3,36.7,Cotton
42,0,0,31.67,71.83,25.15,Sugarcane
20,1,16,34.02,65.9,36.28,Wheat
7,8,31,27.74,58.79,39.22,Wheat
10,9,35,34.47,62.06,31.47,Pulses
8,4,9,22.28,44.81,70,Oil seeds
14,7,16,32.67,66.69,70,Sugarcane
6,0,35,38.27,69.52,41.61,Millets
9,1,18,34.72,55.96,37.9,Sugarcane
39,1,2,24.93,55.08,70,Paddy
8,10,16,29.31,44.74,47.53,Millets
15,0,37,37.76,59.22,56.24,Pulses
18,0,37,27.61,57.05,25.26,Ground Nuts
32,4,4,24.83,54.72,32.76,Oil seeds
10,5,35,33.76,53.8,61.55,Wheat
7,0,41,40,60.45,33.52,Cotton
18,4,20,36.02,74.78,38.64,Barley
12,9,34,29.17,58.72,20,Oil seeds
37,0,0,29.35,51.42,70,Sugarcane
25,1,24,32.78,63.54,36.29,Pulses
16,2,9,33.16,56.99,39.99,Pulses
19,3,33,32.62,52.77,37.75,Maize
1,17,16,32.78,73.78,36.5,Wheat
38,0,0,22.5,43.53,24.16,Sugarcane
13,0,40,30.9,58.59,38.32,Barley
8,2,13,34.54,55.21,45.01,Paddy
21,0,17,21.41,53.24,26.72,Ground Nuts
37,4,0,29.97,69.39,25.39,Pulses
7,6,32,25.29,61.48,27.71,Paddy
6,9,30,32.78,68.98,42.07,Maize
43,0,0,27.38,50.06,24.55,Pulses
5,16,22,34.33,67.03,36.49,Ground Nuts
40,0,0,20.45,45.71,55.91,Tobacco
41,0,0,33.66,76.53,54.93,Millets
42,3,0,27.79,51.33,28.88,Maize
43,2,0,30.52,54.99,69.02,Millets
39,0,0,28.83,64.74,44.66,Sugarcane
19,0,22,31.78,66.32,62.44,Paddy
35,0,0,28.49,61.78,47.46,Maize
8,5,28,26.7,61.16,69.76,Wheat
40,0,1,23.59,48.13,28.61,Sugarcane
8,0,6,32.73,67.1,34.06,Barley
7,4,29,33.44,67.04,56.66,Pulses
8,5,34,27.3,58.19,21.84,Paddy
11,12,31,30.79,53.82,68.44,Paddy
6,20,14,28.67,55.3,38.91,Ground Nuts
13,1,11,26.88,59.5,33,Barley
11,0,11,25.28,48.16,60.97,Paddy
12,4,38,39.78,59.7,70,Pulses
4,13,24,25.07,48.14,38.76,Barley
32,4,0,28.53,58.99,66.34,Millets
35,3,0,23.38,59.24,45.99,Paddy
9,3,7,26.95,52.13,54.83,Tobacco
7,19,21,34.46,67.55,53.28,Maize
41,0,0,30.24,57.35,39.81,Maize
6,5,25,30.01,48.4,35.35,Cotton
8,9,15,34.19,69.83,62.1,Paddy
10,14,28,32.25,50.03,66.47,Cotton
21,0,24,33.16,66.73,50.78,Maize
10,1,10,37.12,70.82,39.36,Millets
4,13,30,32.23,69.85,66.56,Ground Nuts
25,2,20,38.56,68.08,57.75,Paddy
40,0,2,27.12,58.16,22.74,Cotton
13,2,38,24.73,51.53,26.69,Wheat
10,16,16,29.05,63.39,46.94,Wheat
24,0,15,28.36,52.45,31.86,Pulses
4,9,32,37.97,57.61,56.51,Wheat
15,2,33,31.75,49.36,57.18,Wheat
38,0,1,39.48,79.62,45,Maize
10,4,37,31.73,51.04,30.08,Tobacco
35,3,0,32.2,72.21,60.57,Barley
41,0,0,33.52,56.48,24.69,Wheat
20,0,22,35.4,66.88,56.01,Pulses
6,16,12,28.75,56.3,63.61,Millets
8,0,32,27.28,44.46,51.74,Oil seeds
42,0,1,33.78,69.12,20.23,Ground Nuts
11,0,34,28.26,60.74,38.67,Ground Nuts
39,4,0,32.33,64.89,54.65,Ground Nuts
10,3,10,39.82,68.1,26.42,Paddy
16,3,11,23.86,58.39,20.05,Oil seeds
16,0,45,22.59,56.96,27.15,Barley
10,2,34,25.76,66.93,23.29,Ground Nuts
6,0,17,24.38,52.1,61.63,Wheat
8,9,26,24.99,61.19,45.63,Sugarcane
13,0,10,26.32,57.42,33.27,Pulses
5,0,7,25.92,59.83,38.31,Sugarcane
12,0,10,35,75.25,35.02,Sugarcane
12,0,15,26.66,68.27,47.59,Barley
18,0,21,20.3,54.28,45.3,Pulses
37,3,0,25.23,45.43,37.13,Cotton
40,3,0,30.71,56.46,43.4,Ground Nuts
10,2,41,33.8,58.42,63.96,Sugarcane
24,0,20,25.47,48.38,36,Millets
6,5,29,26.75,60.71,69.47,Oil seeds
40,3,0,31.97,52.19,32.94,Oil seeds
42,0,0,30.06,63.8,35.07,Maize
39,3,0,25.45,53.33,23.38,Oil seeds
14,9,12,38.04,64.69,48.58,Pulses
14,0,36,40,75.91,41.53,Ground Nuts
45,0,0,26.7,49.6,42.38,Paddy
6,0,13,30.02,65.59,54.31,Barley
9,1,17,30.26,44.92,59.46,Cotton
3,12,20,24.6,42.57,45.33,Paddy
5,14,17,30.5,56.85,37.55,Tobacco
10,0,37,33.02,75.26,31.06,Paddy
10,0,12,28.62,46.23,66.04,Millets
8,3,35,29.99,69.45,20,Pulses
5,5,26,25.88,62.12,69.37,Maize
20,0,25,30.13,68.83,49.19,Tobacco
21,0,17,34.13,72.64,46.55,Tobacco
10,8,36,32.58,55.89,49.25,Oil seeds
10,18,9,31.89,67.32,55.3,Maize
8,17,11,32.95,48.92,32.88,Millets
15,1,14,35.37,75.72,32.49,Oil seeds
14,0,36,31.8,60.45,29.67,Barley
13,16,11,26.49,68.8,49.84,Millets
43,4,2,38.31,61.97,48.6,Cotton
38,3,3,36.93,64.85,47.1,Oil seeds
15,11,15,21.89,47.55,20,Cotton
17,2,18,40,75.07,38.95,Sugarcane
7,7,31,37.05,69.76,48.65,Tobacco
11,0,13,33.03,57.67,46.12,Tobacco
8,0,14,30.6,60.9,57.87,Wheat
6,11,31,32.22,60.78,34.61,Sugarcane
35,0,0,32.77,60.31,32.09,Oil seeds
12,10,29,29.89,52.86,50.67,Millets
13,4,40,35.93,68.53,36.36,Ground Nuts
14,0,39,37.85,64.18,57.45,Cotton
30,0,0,24.66,47.81,24.37,Ground Nuts
40,0,0,28.48,69.99,27.05,Tobacco
39,0,1,35.25,55.27,39.3,Cotton
22,0,20,32.92,51.51,35.47,Pulses
36,3,0,39.3,71.67,43.17,Pulses
11,3,38,30.2,43.41,40.91,Oil seeds
21,0,24,32.52,64.65,24.55,Sugarcane
39,0,0,26.39,58.76,26.14,Sugarcane
17,0,32,29.87,57.28,37.3,Oil seeds
13,0,44,33.84,67.09,53.03,Wheat
13,2,12,30.96,55.9,41.09,Wheat
17,0,23,33.1,57.5,42.07,Barley
36,0,0,26.16,59.25,36.27,Cotton
15,4,10,32.22,68.32,47.1,Tobacco
15,0,41,25.96,57.58,55.01,Paddy
36,0,0,29.98,56.89,32.9,Maize
7,20,18,26.5,52.28,28.61,Ground Nuts
11,0,11,36.91,73.2,33.96,Maize
39,4,2,34,73.7,57.78,Maize
25,0,14,27.53,51.5,38.22,Tobacco
18,0,36,35.43,50.87,44.74,Ground Nuts
7,12,25,32.22,54.23,47.91,Barley
14,0,13,26.65,56.41,66.61,Wheat
8,16,11,26.9,42.45,46.23,Wheat
11,0,34,30.49,55.56,64.02,Wheat
12,3,16,26.99,44.75,36.06,Millets
40,2,0,26.11,58.64,22.93,Cotton
34,0,3,32.64,56.74,45.11,Tobacco
21,0,18,28.63,63.42,48.86,Wheat
18,3,25,22.6,60.21,36.97,Wheat
39,1,1,28.97,68.66,31.32,Paddy
21,3,23,32.04,68.28,40.21,Paddy
14,0,42,25.6,54.32,31.26,Barley
40,0,0,28.9,60.24,35.76,Oil seeds
33,2,4,26.66,60.4,30.09,Oil seeds
12,1,38,33.83,61.27,70,Oil seeds
42,0,1,34.54,63.82,62.84,Cotton
9,0,12,28.91,41.55,69.89,Oil seeds
37,0,0,36.28,62.7,32.29,Oil seeds
21,2,16,25.51,66.21,44.24,Barley
42,4,0,24.4,60.18,37.67,Pulses
8,8,29,32.06,46.96,51.16,Maize
8,4,28,40,71.75,46.13,Millets
4,14,20,24.3,54.99,32.02,Barley
2,13,28,29.47,59.72,59.54,Wheat
45,2,0,36.49,69.41,58.49,Ground Nuts
6,4,10,24.26,61.88,65.71,Maize
0,14,20,27.6,56.81,32.67,Pulses
8,12,34,23.84,61.45,20,Pulses
46,1,1,31.05,59.62,35.9,Paddy
34,0,0,28.51,55.73,42.73,Millets
21,1,24,36.45,68.49,26.71,Maize
11,6,30,29.8,66.69,70,Millets
30,0,0,27.41,49.33,22.31,Barley
20,2,24,30.29,48.59,52.49,Pulses
12,0,45,40,69.41,43.69,Ground Nuts
8,0,14,26.52,49.7,59.42,Barley
8,7,32,29.97,57.71,70,Pulses
16,3,41,29.01,57.85,40.02,Pulses
1,13,18,31.5,53.39,52.53,Paddy
33,0,0,28.83,59.28,49.24,Ground Nuts
44,0,4,23.87,61.85,26.36,Paddy
9,4,38,36.75,69.93,42.63,Millets
42,1,0,34.96,53.85,35.07,Sugarcane
39,4,2,32.9,66.62,21.84,Millets
37,0,0,24.66,59.3,31.83,Cotton
9,11,34,28.78,65.76,64.46,Ground Nuts
26,1,22,36.61,57.83,47.58,Barley
13,0,40,30.33,61.55,45.94,Tobacco
21,0,27,24.68,45.27,47.81,Pulses
24,0,19,20.7,52.06,31.55,Cotton
11,1,11,30.81,65.77,45.65,Maize
37,0,0,36.75,74.94,55.55,Tobacco
19,1,14,29.68,55.32,30.31,Paddy
13,1,10,29.45,51.32,62.42,Millets
10,13,14,33.28,70.59,39.69,Barley
9,11,25,28.42,49.48,38.23,Oil seeds
8,14,17,29.18,67.41,29.21,Paddy
12,8,28,35.39,69.31,42.02,Millets
7,0,15,33.12,66.48,41.95,Oil seeds
3,10,32,28.27,69.62,65.41,Cotton
13,0,39,33.61,68.82,40.58,Maize
40,3,0,25.71,55.35,40.7,Millets
14,16,15,31.15,66.9,49.75,Cotton
41,1,0,23.02,62.92,28.92,Pulses
8,0,12,25.53,52.01,43.54,Cotton
32,0,0,29.52,46.94,40.51,Cotton
10,10,16,31.28,59.63,56.79,Maize
17,3,28,27.39,58.57,47.88,Pulses
8,0,33,24.97,57.24,56.69,Tobacco
36,2,0,34.81,77.03,58.09,Pulses
12,9,14,30.22,68.75,58.39,Tobacco
12,1,4,27.95,52.04,60.22,Millets
42,0,3,36.68,59.35,46.12,Wheat
8,6,37,33.98,50.38,53.63,Maize
45,0,0,35.25,65.6,41.85,Cotton
16,1,19,21.87,46.4,37.57,Paddy
38,4,1,21.66,44.54,59.31,Wheat
9,1,35,27.7,51.81,52.3,Maize
7,0,14,35.18,71.74,59.5,Ground Nuts
36,3,0,31.64,58.28,29.1,Maize
3,19,16,30.89,46.85,55.84,Pulses
9,10,27,35.7,57.43,35.8,Cotton
26,3,21,33.87,54.76,35.38,Pulses
8,4,26,37.24,59.51,60.24,Sugarcane
25,3,19,27.81,67.33,35.83,Paddy
27,3,19,38.13,56.75,55.03,Wheat
3,9,27,31.88,69.26,37.67,Millets
11,0,14,37.62,56.81,33.81,Oil seeds
9,0,14,22.41,58.55,33.15,Millets
13,0,11,29.65,57.73,44.42,Cotton
15,0,13,28.76,50.29,26.63,Ground Nuts
17,3,39,23.62,54.1,36.08,Tobacco
14,3,42,33.13,65.2,62.77,Millets
11,0,41,30.05,49.6,38.88,Ground Nuts
7,20,13,20.14,55.39,34.9,Ground Nuts
33,2,2,25.12,59.64,41.7,Paddy
12,13,8,33.19,62.06,52.48,Sugarcane
19,0,25,34.27,61.65,38.7,Sugarcane
20,0,20,27.91,57.81,37.13,Sugarcane
2,23,13,28.82,53.07,33.55,Barley
8,0,43,26.41,53.31,47.82,Ground Nuts
34,1,0,30.4,55.73,55.43,Sugarcane
21,0,18,32.51,54.93,36.01,Paddy
24,0,23,26.68,58.71,31.63,Oil seeds
24,0,20,29.79,52.4,41.74,Ground Nuts
15,3,39,27.58,61.82,63.26,Sugarcane
20,0,20,33.86,71.98,39.51,Pulses
34,0,4,31.19,54.28,56.93,Oil seeds
4,10,27,37.5,78.9,55.18,Millets
13,0,40,24.53,51.09,51.48,Sugarcane
38,0,0,34.71,71.46,27.27,Maize
39,3,0,28.71,61.58,39.06,Maize
32,0,3,26.71,56.92,34.15,Wheat
26,0,22,38.54,57.01,49.61,Millets
17,1,35,36.76,71.56,36.82,Cotton
10,3,9,30.58,51.06,30,Millets
15,0,15,29.48,49.92,23.52,Millets
5,5,24,31.21,58.81,41.61,Paddy
14,2,36,34.58,58.18,59.64,Ground Nuts
1,14,12,30.13,63.29,31.12,Paddy
11,0,9,30.13,58.46,60.18,Pulses
24,1,18,24.63,53.02,36.99,Sugarcane
7,0,12,30.44,63.3,49.43,Tobacco
6,15,19,26.65,56.89,50.34,Maize
41,1,0,32.06,55.75,63.43,Wheat
36,4,0,29.22,51.42,31.77,Sugarcane
17,2,43,24.12,52.17,38.96,Barley
26,0,19,36.74,54.42,31.68,Millets
4,5,29,34.73,70.2,55.44,Millets
17,0,14,26.11,42.81,42.69,Millets
38,1,0,27.48,43.68,31.29,Oil seeds
22,0,19,24.26,56.62,34.63,Pulses
24,0,18,27.33,58.93,31.31,Wheat
8,0,36,32.75,57.13,30.99,Tobacco
5,5,26,24.32,64.62,26.9,Barley
8,7,32,34.22,66.2,65.25,Paddy
3,18,16,26.56,61.21,46.73,Barley
19,0,22,30.77,60.08,39.33,Sugarcane
9,0,35,28.84,59.5,20,Wheat
23,0,21,25.9,59.1,46.8,Millets
35,0,0,26.17,51.76,33.52,Maize
10,0,39,27.2,62.82,65.08,Maize
40,3,0,29.73,48.28,26.09,Millets
6,8,21,32.31,63.38,48.51,Maize
34,2,4,36.46,63.12,40.28,Pulses
10,0,7,22.84,59.33,62.69,Wheat
10,9,27,25.4,56.88,53.51,Millets
10,16,9,34.47,55.51,46.55,Cotton
23,0,23,24.83,57.64,41.53,Tobacco
5,0,11,34.99,53.45,34.55,Ground Nuts
14,0,34,35.41,55.99,30.99,Sugarcane
26,0,17,35.73,68.68,38.23,Oil seeds
7,0,31,38.03,72.22,45.56,Barley
3,7,30,38.49,73.46,46.36,Ground Nuts
12,4,41,35.33,57.99,70,Ground Nuts
11,12,30,27.72,44.26,20,Barley
43,4,0,32.64,48.78,46.52,Barley
22,1,21,20.18,51.57,34.03,Tobacco
9,15,7,32.15,57.67,51.66,Tobacco
12,0,35,31.33,55.22,24.37,Cotton
9,0,5,25.58,54.13,29.55,Sugarcane
34,1,0,23.98,55.05,31.37,Ground Nuts
3,22,18,32.63,64.09,48.36,Barley
38,2,0,30.75,52.41,37.5,Maize
16,0,20,27.83,48.97,45.35,Paddy
7,9,29,29.78,57.79,45.7,Sugarcane
22,0,28,27.09,53.92,37.19,Sugarcane
15,2,36,26.43,60.25,35.78,Sugarcane
44,1,0,27.82,48.81,25.68,Pulses
23,4,21,33.4,62.87,43.1,Millets
12,8,30,31.47,62.21,66.18,Maize
11,2,18,31.35,67.11,31.38,Pulses
8,1,11,26.82,51.3,34.82,Barley
7,7,32,26.78,65.69,55.2,Maize
6,3,11,25.92,47.69,61.97,Ground Nuts
9,0,4,27.58,42.95,54.69,Sugarcane
4,6,27,34.13,69.91,26.15,Sugarcane
8,0,14,27.47,46.61,31.72,Tobacco
13,2,8,37.79,66.43,53.61,Maize
39,2,4,37.81,64.17,31.59,Paddy
44,3,0,30.8,58.77,21.23,Paddy
15,8,12,28.25,54.74,70,Maize
36,0,2,26.16,45.71,32.82,Pulses
41,2,0,33.66,67.43,38.06,Pulses
7,5,26,33.31,66.96,40.72,Oil seeds
8,16,14,34.91,57.74,67.05,Maize
11,0,13,27.14,52.85,56.68,Tobacco
27,0,23,28.7,54.12,34.2,Oil seeds
18,13,9,29.99,45.79,31.39,Millets
10,10,34,39.07,73.97,37.05,Tobacco
9,0,41,25.64,57.81,39.15,Pulses
25,0,18,32.86,61.11,38.13,Sugarcane
9,10,12,35.95,56.17,51.09,Wheat
41,0,4,38.15,76.07,50.5,Wheat
9,2,28,27.97,61.87,53.56,Maize
12,4,40,32.21,69.43,39.24,Wheat
16,0,34,35.52,75,62.64,Maize
11,11,28,27.25,57.18,56.38,Maize
41,0,0,34.84,55.67,20,Paddy
11,0,38,38.74,72.41,27.4,Pulses
16,1,40,26.87,52.34,36.12,Cotton
9,0,36,33.62,61.17,32.6,Wheat
10,0,37,31.47,70.69,49.36,Maize
21,0,14,20.18,49.8,27.78,Maize
44,0,2,27.16,55.4,35.51,Oil seeds
26,0,17,29.22,51.72,43.95,Wheat
46,0,0,31.2,50.88,26.64,Sugarcane
3,14,16,35.95,72.98,52.9,Wheat
6,2,35,38.86,75.86,37.69,Tobacco
6,11,29,35.31,77.47,46.4,Sugarcane
4,7,31,30.59,56.57,30.01,Oil seeds
7,8,35,26.12,58.73,50.26,Wheat
12,0,6,25.49,50.89,63.63,Tobacco
5,2,31,33.52,57.98,49.92,Oil seeds
26,2,22,31.88,52.97,49.87,Cotton
17,4,14,33.94,55.33,48.3,Tobacco
8,2,39,27.97,47.65,45.75,Paddy
26,0,14,29.43,65.58,51.3,Maize
28,0,21,29.37,58.44,44.49,Sugarcane
19,0,36,27.43,56.68,24.36,Wheat
33,0,4,32.66,59.5,27,Pulses
33,2,0,25.17,43.89,65.91,Ground Nuts
14,0,37,27.51,55.86,41.39,Barley
14,2,10,26.81,58.78,49.15,Oil seeds
28,0,21,29.29,69.9,43.81,Maize
42,3,0,32.07,63.03,39.38,Maize
15,0,36,30.29,69.78,31.58,Sugarcane
17,0,23,22.46,48.46,43.17,Tobacco
15,8,19,24.89,41.79,54.45,Ground Nuts
0,8,30,29.43,62.46,43.26,Barley
16,14,19,40,76.58,43.4,Pulses
12,1,35,33.82,63.87,30.01,Wheat
8,4,38,36.91,75,34.75,Wheat
15,15,14,29.11,66.22,57.05,Sugarcane
8,2,33,37.61,71.93,31.01,Oil seeds
5,12,16,23.97,42.57,33.9,Ground Nuts
13,3,10,21.48,43.69,41.22,Oil seeds
34,0,3,28.56,69.25,43.73,Barley
14,13,10,24.78,56.42,25.51,Sugarcane
18,1,13,28.78,60.98,46.86,Millets
7,3,5,25.83,42.5,60.32,Cotton
9,1,37,21.27,59.98,35.59,Paddy
13,0,38,27.79,46.46,33.4,Ground Nuts
40,0,0,36.34,67.59,43.01,Oil seeds
3,7,32,26.57,52.98,56.7,Tobacco
10,0,37,27.78,57.1,42.64,Barley
6,0,18,26.99,44.73,51.9,Oil seeds
16,0,13,29.83,64.29,45.68,Sugarcane
7,0,3,23.56,56.69,37.04,Pulses
36,0,0,31.85,62.5,31.51,Ground Nuts
8,11,9,26.79,58.42,26.41,Oil seeds
36,0,0,27.02,55.09,35.69,Paddy
38,1,0,25.4,59.23,35.65,Paddy
37,0,0,28.2,47.14,48.34,Tobacco
11,11,11,34.32,61.36,44.53,Maize
7,0,38,34.8,76.07,30.81,Tobacco
9,14,16,33.52,65.3,40.12,Ground Nuts
17,3,15,29.16,51.25,37.86,Wheat
42,4,0,33.55,69.48,37.73,Cotton
12,0,32,35.14,68.94,36.73,Paddy
10,0,37,31.21,67.98,48.85,Paddy
14,0,45,27.89,53.82,40.72,Tobacco
7,2,41,39.78,72.13,29.77,Maize
9,0,42,33.64,62.64,37.52,Sugarcane
17,0,36,26.29,44.72,37.75,Pulses
38,0,4,27.42,62.2,57.15,Millets
36,0,2,32.51,53.53,45.88,Tobacco
8,9,26,33.57,54.09,68.48,Sugarcane
38,0,0,30.06,57.82,29.93,Paddy
12,2,10,40,75.94,34.96,Millets
23,1,21,21.36,46.46,35.37,Cotton
4,10,26,30.85,62.03,23.42,Cotton
15,16,20,32.9,63.12,47.43,Barley
39,2,0,29.42,72.78,42.89,Sugarcane
12,4,35,38.27,63.65,41.45,Ground Nuts
16,2,38,25.08,61.53,34.32,Tobacco
15,0,8,33.46,72.4,40.83,Oil seeds
11,11,16,27.4,56.09,57.66,Paddy
24,3,27,31.91,46.26,41.51,Pulses
10,0,13,30.02,66.49,49.75,Maize
17,0,40,26.05,51.23,34.11,Maize
12,0,45,38.11,67.76,40.16,Tobacco
10,4,37,25.82,44.33,29.18,Tobacco
2,22,14,25.24,43.61,39.67,Ground Nuts
14,0,32,36.49,65.48,39.34,Oil seeds
16,0,14,23.39,59.65,40.74,Paddy
14,15,13,29.61,70.12,42.17,Barley
17,0,37,33,55.09,52.37,Pulses
8,17,20,32.12,68.28,42.26,Barley
7,4,29,33.34,73.86,48,Ground Nuts
23,1,20,29.17,64.55,46.56,Barley
23,2,24,24.82,45.77,51.47,Cotton
28,0,16,27.19,46.21,27.99,Sugarcane
44,0,1,34.5,63.22,50.73,Ground Nuts
36,0,0,31.98,45.3,30.75,Pulses
8,20,21,31.31,58.21,49.13,Oil seeds
7,9,31,31.7,73.98,42.06,Pulses
27,1,28,30.25,60.34,33.5,Barley
13,0,41,38.47,55.14,50.1,Ground Nuts
3,9,26,35.84,62.15,67.16,Millets
8,14,16,26.29,62.82,38.28,Barley
13,1,32,35.77,67.17,42.53,Maize
9,0,39,27.14,68.62,46.27,Wheat
23,0,20,32.99,70.55,34.22,Paddy
8,0,39,33.14,50.64,55.05,Maize
10,0,38,25.7,57.86,20,Barley
10,16,18,27.27,42.2,47.49,Wheat
41,3,2,25.65,55.02,37.37,Tobacco
23,0,23,28.48,55.48,25.55,Maize
11,0,11,26.12,60.43,58.13,Cotton
18,0,16,22.99,44.67,30.17,Paddy
42,0,0,35.57,70.66,40.03,Wheat
13,0,40,25.78,57.76,65.12,Tobacco
25,0,24,38.93,72.28,67.64,Cotton
12,12,13,34.4,70.85,53.05,Sugarcane
19,0,21,23.28,45.27,43.77,Sugarcane
12,4,35,29.27,65.89,70,Wheat
10,10,16,28.06,44.09,58.46,Tobacco
23,0,25,29.55,60.62,45.99,Barley
11,16,8,25.91,42.33,27.89,Oil seeds
42,1,0,29.91,45.99,64.48,Cotton
37,1,0,32.92,60.86,60.26,Maize
9,9,27,36.6,61.48,20,Cotton
8,0,42,35.3,76.77,44.61,Tobacco
15,0,6,32.46,62.03,48,Cotton
12,4,26,31.52,57.93,68.2,Maize
